1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
1000.000000	1200.000000	1400.000000	1600.000000	1800.000000	2000.000000	2200.000000	2400.000000	2600.000000	2800.000000	3000.000000	3200.000000	3400.000000	3600.000000	3800.000000	4000.000000	4200.000000	4400.000000	4600.000000	4800.000000	5000.000000	5200.000000	5400.000000	5600.000000	5800.000000	6000.000000
